"word","sentence","vampires"
"sorts",619,1
"of",619,1
"horrible",619,1
"imaginings",619,1
"god",620,1
"knows",620,1
"that",620,1
"there",620,1
"is",620,1
"ground",620,1
"for",620,1
"my",620,1
"terrible",620,1
"fear",620,1
"in",620,1
"this",620,1
"accursed",620,1
"place",620,1
"i",621,1
"looked",621,1
"out",621,1
"over",621,1
"the",621,1
"beautiful",621,1
"expanse",621,1
"bathed",621,1
"in",621,1
"soft",621,1
"yellow",621,1
"moonlight",621,1
"till",621,1
"it",621,1
"was",621,1
"almost",621,1
"as",621,1
"light",621,1
"as",621,1
"day",621,1
"in",622,1
"the",622,1
"soft",622,1
"light",622,1
"the",622,1
"distant",622,1
"hills",622,1
"became",622,1
"melted",622,1
"and",622,1
"the",622,1
"shadows",622,1
"in",622,1
"the",622,1
"valleys",622,1
"and",622,1
"gorges",622,1
"of",622,1
"velvety",622,1
"blackness",622,1
"the",623,1
"mere",623,1
"beauty",623,1
"seemed",623,1
"to",623,1
"cheer",623,1
"me",623,1
"there",623,1
"was",623,1
"peace",623,1
"and",623,1
"comfort",623,1
"in",623,1
"every",623,1
"breath",623,1
"i",623,1
"drew",623,1
"as",624,1
"i",624,1
"leaned",624,1
"from",624,1
"the",624,1
"window",624,1
"my",624,1
"eye",624,1
"was",624,1
"caught",624,1
"by",624,1
"something",624,1
"moving",624,1
"a",624,1
"storey",624,1
"below",624,1
"me",624,1
"and",624,1
"somewhat",624,1
"to",624,1
"my",624,1
"left",624,1
"where",624,1
"i",624,1
"imagined",624,1
"from",624,1
"the",624,1
"order",624,1
"of",624,1
"the",624,1
"rooms",624,1
"that",624,1
"the",624,1
"windows",624,1
"of",624,1
"the",624,1
"count's",624,1
"own",624,1
"room",624,1
"would",624,1
"look",624,1
"out",624,1
"the",625,1
"window",625,1
"at",625,1
"which",625,1
"i",625,1
"stood",625,1
"was",625,1
"tall",625,1
"and",625,1
"deep",625,1
"stone-mullioned",625,1
"and",625,1
"though",625,1
"weatherworn",625,1
"was",625,1
"still",625,1
"complete",625,1
"but",625,1
"it",625,1
"was",625,1
"evidently",625,1
"many",625,1
"a",625,1
"day",625,1
"since",625,1
"the",625,1
"case",625,1
"had",625,1
"been",625,1
"there",625,1
"i",626,1
"drew",626,1
"back",626,1
"behind",626,1
"the",626,1
"stonework",626,1
"and",626,1
"looked",626,1
"carefully",626,1
"out",626,1
"what",627,1
"i",627,1
"saw",627,1
"was",627,1
"the",627,1
"count's",627,1
"head",627,1
"coming",627,1
"out",627,1
"from",627,1
"the",627,1
"window",627,1
"i",628,1
"did",628,1
"not",628,1
"see",628,1
"the",628,1
"face",628,1
"but",628,1
"i",628,1
"knew",628,1
"the",628,1
"man",628,1
"by",628,1
"the",628,1
"neck",628,1
"and",628,1
"the",628,1
"movement",628,1
"of",628,1
"his",628,1
"back",628,1
"and",628,1
"arms",628,1
"in",629,1
"any",629,1
"case",629,1
"i",629,1
"could",629,1
"not",629,1
"mistake",629,1
"the",629,1
"hands",629,1
"which",629,1
"i",629,1
"had",629,1
"had",629,1
"so",629,1
"many",629,1
"opportunities",629,1
"of",629,1
"studying",629,1
"i",630,1
"was",630,1
"at",630,1
"first",630,1
"interested",630,1
"and",630,1
"somewhat",630,1
"amused",630,1
"for",630,1
"it",630,1
"is",630,1
"wonderful",630,1
"how",630,1
"small",630,1
"a",630,1
"matter",630,1
"will",630,1
"interest",630,1
"and",630,1
"amuse",630,1
"a",630,1
"man",630,1
"when",630,1
"he",630,1
"is",630,1
"a",630,1
"prisoner",630,1
"but",631,1
"my",631,1
"very",631,1
"feelings",631,1
"changed",631,1
"to",631,1
"repulsion",631,1
"and",631,1
"terror",631,1
"when",631,1
"i",631,1
"saw",631,1
"the",631,1
"whole",631,1
"man",631,1
"slowly",631,1
"emerge",631,1
"from",631,1
"the",631,1
"window",631,1
"and",631,1
"begin",631,1
"to",631,1
"crawl",631,1
"down",631,1
"the",631,1
"castle",631,1
"wall",631,1
"over",631,1
"that",631,1
"dreadful",631,1
"abyss",631,1
"face",631,1
"down",631,1
"with",631,1
"his",631,1
"cloak",631,1
"spreading",631,1
"out",631,1
"around",631,1
"him",631,1
"like",631,1
"great",631,1
"wings",631,1
"at",632,1
"first",632,1
"i",632,1
"could",632,1
"not",632,1
"believe",632,1
"my",632,1
"eyes",632,1
"i",633,1
"thought",633,1
"it",633,1
"was",633,1
"some",633,1
"trick",633,1
"of",633,1
"the",633,1
"moonlight",633,1
"some",633,1
"weird",633,1
"effect",633,1
"of",633,1
"shadow",633,1
"but",633,1
"i",633,1
"kept",633,1
"looking",633,1
"and",633,1
"it",633,1
"could",633,1
"be",633,1
"no",633,1
"delusion",633,1
"i",634,1
"saw",634,1
"the",634,1
"fingers",634,1
"and",634,1
"toes",634,1
"grasp",634,1
"the",634,1
"corners",634,1
"of",634,1
"the",634,1
"stones",634,1
"worn",634,1
"clear",634,1
"of",634,1
"the",634,1
"mortar",634,1
"by",634,1
"the",634,1
"stress",634,1
"of",634,1
"years",634,1
"and",634,1
"by",634,1
"thus",634,1
"using",634,1
"every",634,1
"projection",634,1
"and",634,1
"inequality",634,1
"move",634,1
"downwards",634,1
"with",634,1
"considerable",634,1
"speed",634,1
"just",634,1
"as",634,1
"a",634,1
"lizard",634,1
"moves",634,1
"along",634,1
"a",634,1
"wall",634,1
"what",635,1
"manner",635,1
"of",635,1
"man",635,1
"is",635,1
"this",635,1
"or",635,1
"what",635,1
"manner",635,1
"of",635,1
"creature",635,1
"is",635,1
"it",635,1
"in",635,1
"the",635,1
"semblance",635,1
"of",635,1
"man",635,1
"i",636,1
"feel",636,1
"the",636,1
"dread",636,1
"of",636,1
"this",636,1
"horrible",636,1
"place",636,1
"overpowering",636,1
"me",636,1
"i",636,1
"am",636,1
"in",636,1
"fear",636,1
"in",636,1
"awful",636,1
"fear",636,1
"and",636,1
"there",636,1
"is",636,1
"no",636,1
"escape",636,1
"for",636,1
"me",636,1
"i",636,1
"am",636,1
"encompassed",636,1
"about",636,1
"with",636,1
"terrors",636,1
"that",636,1
"i",636,1
"dare",636,1
"not",636,1
"think",636,1
"of",636,1
"15",637,1
"may",637,1
"once",638,1
"more",638,1
"have",638,1
"i",638,1
"seen",638,1
"the",638,1
"count",638,1
"go",638,1
"out",638,1
"in",638,1
"his",638,1
"lizard",638,1
"fashion",638,1
"he",639,1
"moved",639,1
"downwards",639,1
"in",639,1
"a",639,1
"sidelong",639,1
"way",639,1
"some",639,1
"hundred",639,1
"feet",639,1
"down",639,1
"and",639,1
"a",639,1
"good",639,1
"deal",639,1
"to",639,1
"the",639,1
"left",639,1
"he",640,1
"vanished",640,1
"into",640,1
"some",640,1
"hole",640,1
"or",640,1
"window",640,1
"when",641,1
"his",641,1
"head",641,1
"had",641,1
"disappeared",641,1
"i",641,1
"leaned",641,1
"out",641,1
"to",641,1
"try",641,1
"and",641,1
"see",641,1
"more",641,1
"but",641,1
"without",641,1
"avail",641,1
"the",641,1
"distance",641,1
"was",641,1
"too",641,1
"great",641,1
"to",641,1
"allow",641,1
"a",641,1
"proper",641,1
"angle",641,1
"of",641,1
"sight",641,1
"i",642,1
"knew",642,1
"he",642,1
"had",642,1
"left",642,1
"the",642,1
"castle",642,1
"now",642,1
"and",642,1
"thought",642,1
"to",642,1
"use",642,1
"the",642,1
"opportunity",642,1
"to",642,1
"explore",642,1
"more",642,1
"than",642,1
"i",642,1
"had",642,1
"dared",642,1
"to",642,1
"do",642,1
"as",642,1
"yet",642,1
"i",643,1
"went",643,1
"back",643,1
"to",643,1
"the",643,1
"room",643,1
"and",643,1
"taking",643,1
"a",643,1
"lamp",643,1
"tried",643,1
"all",643,1
"the",643,1
"doors",643,1
"they",644,1
"were",644,1
"all",644,1
"locked",644,1
"as",644,1
"i",644,1
"had",644,1
"expected",644,1
"and",644,1
"the",644,1
"locks",644,1
"were",644,1
"comparatively",644,1
"new",644,1
"but",644,1
"i",644,1
"went",644,1
"down",644,1
"the",644,1
"stone",644,1
"stairs",644,1
"to",644,1
"the",644,1
"hall",644,1
"where",644,1
"i",644,1
"had",644,1
"entered",644,1
"originally",644,1
"i",645,1
"found",645,1
"i",645,1
"could",645,1
"pull",645,1
"back",645,1
"the",645,1
"bolts",645,1
"easily",645,1
"enough",645,1
"and",645,1
"unhook",645,1
"the",645,1
"great",645,1
"chains",645,1
"but",645,1
"the",645,1
"door",645,1
"was",645,1
"locked",645,1
"and",645,1
"the",645,1
"key",645,1
"was",645,1
"gone",645,1
"that",646,1
"key",646,1
"must",646,1
"be",646,1
"in",646,1
"the",646,1
"count's",646,1
"room",646,1
"i",646,1
"must",646,1
"watch",646,1
"should",646,1
"his",646,1
"door",646,1
"be",646,1
"unlocked",646,1
"so",646,1
"that",646,1
"i",646,1
"may",646,1
"get",646,1
"it",646,1
"and",646,1
"escape",646,1
"i",647,1
"went",647,1
"on",647,1
"to",647,1
"make",647,1
"a",647,1
"thorough",647,1
"examination",647,1
"of",647,1
"the",647,1
"various",647,1
"stairs",647,1
"and",647,1
"passages",647,1
"and",647,1
"to",647,1
"try",647,1
"the",647,1
"doors",647,1
"that",647,1
"opened",647,1
"from",647,1
"them",647,1
"one",648,1
"or",648,1
"two",648,1
"small",648,1
"rooms",648,1
"near",648,1
"the",648,1
"hall",648,1
"were",648,1
"open",648,1
"but",648,1
"there",648,1
"was",648,1
"nothing",648,1
"to",648,1
"see",648,1
"in",648,1
"them",648,1
"except",648,1
"old",648,1
"furniture",648,1
"dusty",648,1
"with",648,1
"age",648,1
"and",648,1
"moth-eaten",648,1
"at",649,1
"last",649,1
"however",649,1
"i",649,1
"found",649,1
"one",649,1
"door",649,1
"at",649,1
"the",649,1
"top",649,1
"of",649,1
"the",649,1
"stairway",649,1
"which",649,1
"though",649,1
"it",649,1
"seemed",649,1
"to",649,1
"be",649,1
"locked",649,1
"gave",649,1
"a",649,1
"little",649,1
"under",649,1
"pressure",649,1
"i",650,1
"tried",650,1
"it",650,1
"harder",650,1
"and",650,1
"found",650,1
"that",650,1
"it",650,1
"was",650,1
"not",650,1
"really",650,1
"locked",650,1
"but",650,1
"that",650,1
"the",650,1
"resistance",650,1
"came",650,1
"from",650,1
"the",650,1
"fact",650,1
"that",650,1
"the",650,1
"hinges",650,1
"had",650,1
"fallen",650,1
"somewhat",650,1
"and",650,1
"the",650,1
"heavy",650,1
"door",650,1
"rested",650,1
"on",650,1
"the",650,1
"floor",650,1
"here",651,1
"was",651,1
"an",651,1
"opportunity",651,1
"which",651,1
"i",651,1
"might",651,1
"not",651,1
"have",651,1
"again",651,1
"so",651,1
"i",651,1
"exerted",651,1
"myself",651,1
"and",651,1
"with",651,1
"many",651,1
"efforts",651,1
"forced",651,1
"it",651,1
"back",651,1
"so",651,1
"that",651,1
"i",651,1
"could",651,1
"enter",651,1
"i",652,1
"was",652,1
"now",652,1
"in",652,1
"a",652,1
"wing",652,1
"of",652,1
"the",652,1
"castle",652,1
"further",652,1
"to",652,1
"the",652,1
"right",652,1
"than",652,1
"the",652,1
"rooms",652,1
"i",652,1
"knew",652,1
"and",652,1
"a",652,1
"storey",652,1
"lower",652,1
"down",652,1
"from",653,1
"the",653,1
"windows",653,1
"i",653,1
"could",653,1
"see",653,1
"that",653,1
"the",653,1
"suite",653,1
"of",653,1
"rooms",653,1
"lay",653,1
"along",653,1
"to",653,1
"the",653,1
"south",653,1
"of",653,1
"the",653,1
"castle",653,1
"the",653,1
"windows",653,1
"of",653,1
"the",653,1
"end",653,1
"room",653,1
"looking",653,1
"out",653,1
"both",653,1
"west",653,1
"and",653,1
"south",653,1
"on",654,1
"the",654,1
"latter",654,1
"side",654,1
"as",654,1
"well",654,1
"as",654,1
"to",654,1
"the",654,1
"former",654,1
"there",654,1
"was",654,1
"a",654,1
"great",654,1
"precipice",654,1
"the",655,1
"castle",655,1
"was",655,1
"built",655,1
"on",655,1
"the",655,1
"corner",655,1
"of",655,1
"a",655,1
"great",655,1
"rock",655,1
"so",655,1
"that",655,1
"on",655,1
"three",655,1
"sides",655,1
"it",655,1
"was",655,1
"quite",655,1
"impregnable",655,1
"and",655,1
"great",655,1
"windows",655,1
"were",655,1
"placed",655,1
"here",655,1
"where",655,1
"sling",655,1
"or",655,1
"bow",655,1
"or",655,1
"culverin",655,1
"could",655,1
"not",655,1
"reach",655,1
"and",655,1
"consequently",655,1
"light",655,1
"and",655,1
"comfort",655,1
"impossible",655,1
"to",655,1
"a",655,1
"position",655,1
"which",655,1
"had",655,1
"to",655,1
"be",655,1
"guarded",655,1
"were",655,1
"secured",655,1
"to",656,1
"the",656,1
"west",656,1
"was",656,1
"a",656,1
"great",656,1
"valley",656,1
"and",656,1
"then",656,1
"rising",656,1
"far",656,1
"away",656,1
"great",656,1
"jagged",656,1
"mountain",656,1
"fastnesses",656,1
"rising",656,1
"peak",656,1
"on",656,1
"peak",656,1
"the",656,1
"sheer",656,1
"rock",656,1
"studded",656,1
"with",656,1
"mountain",656,1
"ash",656,1
"and",656,1
"thorn",656,1
"whose",656,1
"roots",656,1
"clung",656,1
"in",656,1
"cracks",656,1
"and",656,1
"crevices",656,1
"and",656,1
"crannies",656,1
"of",656,1
"the",656,1
"stone",656,1
"this",657,1
"was",657,1
"evidently",657,1
"the",657,1
"portion",657,1
"of",657,1
"the",657,1
"castle",657,1
"occupied",657,1
"by",657,1
"the",657,1
"ladies",657,1
"in",657,1
"bygone",657,1
"days",657,1
"for",657,1
"the",657,1
"furniture",657,1
"had",657,1
"more",657,1
"air",657,1
"of",657,1
"comfort",657,1
"than",657,1
"any",657,1
"i",657,1
"had",657,1
"seen",657,1
"the",658,1
"windows",658,1
"were",658,1
"curtainless",658,1
"and",658,1
"the",658,1
"yellow",658,1
"moonlight",658,1
"flooding",658,1
"in",658,1
"through",658,1
"the",658,1
"diamond",658,1
"panes",658,1
"enabled",658,1
"one",658,1
"to",658,1
"see",658,1
"even",658,1
"colours",658,1
"whilst",658,1
"it",658,1
"softened",658,1
"the",658,1
"wealth",658,1
"of",658,1
"dust",658,1
"which",658,1
"lay",658,1
"over",658,1
"all",658,1
"and",658,1
"disguised",658,1
"in",658,1
"some",658,1
"measure",658,1
"the",658,1
"ravages",658,1
"of",658,1
"time",658,1
"and",658,1
"the",658,1
"moth",658,1
"my",659,1
"lamp",659,1
"seemed",659,1
"to",659,1
"be",659,1
"of",659,1
"little",659,1
"effect",659,1
"in",659,1
"the",659,1
"brilliant",659,1
"moonlight",659,1
"but",659,1
"i",659,1
"was",659,1
"glad",659,1
"to",659,1
"have",659,1
"it",659,1
"with",659,1
"me",659,1
"for",659,1
"there",659,1
"was",659,1
"a",659,1
"dread",659,1
"loneliness",659,1
"in",659,1
"the",659,1
"place",659,1
"which",659,1
"chilled",659,1
"my",659,1
"heart",659,1
"and",659,1
"made",659,1
"my",659,1
"nerves",659,1
"tremble",659,1
"still",660,1
"it",660,1
"was",660,1
"better",660,1
"than",660,1
"living",660,1
"alone",660,1
"in",660,1
"the",660,1
"rooms",660,1
"which",660,1
"i",660,1
"had",660,1
"come",660,1
"to",660,1
"hate",660,1
"from",660,1
"the",660,1
"presence",660,1
"of",660,1
"the",660,1
"count",660,1
"and",660,1
"after",660,1
"trying",660,1
"a",660,1
"little",660,1
"to",660,1
"school",660,1
"my",660,1
"nerves",660,1
"i",660,1
"found",660,1
"a",660,1
"soft",660,1
"quietude",660,1
"come",660,1
"over",660,1
"me",660,1
"here",661,1
"i",661,1
"am",661,1
"sitting",661,1
"at",661,1
"a",661,1
"little",661,1
"oak",661,1
"table",661,1
"where",661,1
"in",661,1
"old",661,1
"times",661,1
"possibly",661,1
"some",661,1
"fair",661,1
"lady",661,1
"sat",661,1
"to",661,1
"pen",661,1
"with",661,1
"much",661,1
"thought",661,1
"and",661,1
"many",661,1
"blushes",661,1
"her",661,1
"ill-spelt",661,1
"love-letter",661,1
"and",661,1
"writing",661,1
"in",661,1
"my",661,1
"diary",661,1
"in",661,1
"shorthand",661,1
"all",661,1
"that",661,1
"has",661,1
"happened",661,1
"since",661,1
"i",661,1
"closed",661,1
"it",661,1
"last",661,1
"it",662,1
"is",662,1
"nineteenth",662,1
"century",662,1
"up-to-date",662,1
"with",662,1
"a",662,1
"vengeance",662,1
"and",663,1
"yet",663,1
"unless",663,1
"my",663,1
"senses",663,1
"deceive",663,1
"me",663,1
"the",663,1
"old",663,1
"centuries",663,1
"had",663,1
"and",663,1
"have",663,1
"powers",663,1
"of",663,1
"their",663,1
"own",663,1
"which",663,1
"mere",663,1
"modernity",663,1
"cannot",663,1
"kill",663,1
"later",664,1
"the",664,1
"morning",664,1
"of",664,1
"16",664,1
"may",664,1
"god",665,1
"preserve",665,1
"my",665,1
"sanity",665,1
"for",665,1
"to",665,1
"this",665,1
"i",665,1
"am",665,1
"reduced",665,1
"safety",666,1
"and",666,1
"the",666,1
"assurance",666,1
"of",666,1
"safety",666,1
"are",666,1
"things",666,1
"of",666,1
"the",666,1
"past",666,1
"whilst",667,1
"i",667,1
"live",667,1
"on",667,1
"here",667,1
"there",667,1
"is",667,1
"but",667,1
"one",667,1
"thing",667,1
"to",667,1
"hope",667,1
"for",667,1
"that",667,1
"i",667,1
"may",667,1
"not",667,1
"go",667,1
"mad",667,1
"if",667,1
"indeed",667,1
"i",667,1
"be",667,1
"not",667,1
"mad",667,1
"already",667,1
"if",668,1
"i",668,1
"be",668,1
"sane",668,1
"then",668,1
"surely",668,1
"it",668,1
"is",668,1
"maddening",668,1
"to",668,1
"think",668,1
"that",668,1
"of",668,1
"all",668,1
"the",668,1
"foul",668,1
"things",668,1
"that",668,1
"lurk",668,1
"in",668,1
"this",668,1
"hateful",668,1
"place",668,1
"the",668,1
"count",668,1
"is",668,1
"the",668,1
"least",668,1
"dreadful",668,1
"to",668,1
"me",668,1
"that",668,1
"to",668,1
"him",668,1
"alone",668,1
"i",668,1
"can",668,1
"look",668,1
"for",668,1
"safety",668,1
"even",668,1
"though",668,1
"this",668,1
"be",668,1
"only",668,1
"whilst",668,1
"i",668,1
"can",668,1
"serve",668,1
"his",668,1
"purpose",668,1
"great",669,1
"god",669,1
"merciful",670,1
"god",670,1
"let",671,1
"me",671,1
"be",671,1
"calm",671,1
"for",671,1
"out",671,1
"of",671,1
"that",671,1
"way",671,1
"lies",671,1
"madness",671,1
"indeed",671,1
"i",672,1
"begin",672,1
"to",672,1
"get",672,1
"new",672,1
"lights",672,1
"on",672,1
"certain",672,1
"things",672,1
"which",672,1
"have",672,1
"puzzled",672,1
"me",672,1
"up",673,1
"to",673,1
"now",673,1
"i",673,1
"never",673,1
"quite",673,1
"knew",673,1
"what",673,1
"shakespeare",673,1
"meant",673,1
"when",673,1
"he",673,1
"made",673,1
"hamlet",673,1
"say",673,1
"my",673,1
"tablets",673,1
"quick",674,1
"my",674,1
"tablets",674,1
"'tis",675,1
"meet",675,1
"that",675,1
"i",675,1
"put",675,1
"it",675,1
"down",675,1
"etc",675,1
"for",675,1
"now",675,1
"feeling",675,1
"as",675,1
"though",675,1
"my",675,1
"own",675,1
"brain",675,1
"were",675,1
"unhinged",675,1
"or",675,1
"as",675,1
"if",675,1
"the",675,1
"shock",675,1
"had",675,1
"come",675,1
"which",675,1
"must",675,1
"end",675,1
"in",675,1
"its",675,1
"undoing",675,1
"i",675,1
"turn",675,1
"to",675,1
"my",675,1
"diary",675,1
"for",675,1
"repose",675,1
"the",676,1
"habit",676,1
"of",676,1
"entering",676,1
"accurately",676,1
"must",676,1
"help",676,1
"to",676,1
"soothe",676,1
"me",676,1
"the",677,1
"count's",677,1
"mysterious",677,1
"warning",677,1
"frightened",677,1
"me",677,1
"at",677,1
"the",677,1
"time",677,1
"it",677,1
"frightens",677,1
"me",677,1
"more",677,1
"now",677,1
"when",677,1
"i",677,1
"think",677,1
"of",677,1
"it",677,1
"for",677,1
"in",677,1
"future",677,1
"he",677,1
"has",677,1
"a",677,1
"fearful",677,1
"hold",677,1
"upon",677,1
"me",677,1
"i",678,1
"shall",678,1
"fear",678,1
"to",678,1
"doubt",678,1
"what",678,1
"he",678,1
"may",678,1
"say",678,1
"when",679,1
"i",679,1
"had",679,1
"written",679,1
"in",679,1
"my",679,1
"diary",679,1
"and",679,1
"had",679,1
"fortunately",679,1
"replaced",679,1
"the",679,1
"book",679,1
"and",679,1
"pen",679,1
"in",679,1
"my",679,1
"pocket",679,1
"i",679,1
"felt",679,1
"sleepy",679,1
"the",680,1
"count's",680,1
"warning",680,1
"came",680,1
"into",680,1
"my",680,1
"mind",680,1
"but",680,1
"i",680,1
"took",680,1
"a",680,1
"pleasure",680,1
"in",680,1
"disobeying",680,1
"it",680,1
"the",681,1
"sense",681,1
"of",681,1
"sleep",681,1
"was",681,1
"upon",681,1
"me",681,1
"and",681,1
"with",681,1
"it",681,1
"the",681,1
"obstinacy",681,1
"which",681,1
"sleep",681,1
"brings",681,1
"as",681,1
"outrider",681,1
"the",682,1
"soft",682,1
"moonlight",682,1
"soothed",682,1
"and",682,1
"the",682,1
"wide",682,1
"expanse",682,1
"without",682,1
"gave",682,1
"a",682,1
"sense",682,1
"of",682,1
"freedom",682,1
"which",682,1
"refreshed",682,1
"me",682,1
"i",683,1
"determined",683,1
"not",683,1
"to",683,1
"return",683,1
"to-night",683,1
"to",683,1
"the",683,1
"gloom-haunted",683,1
"rooms",683,1
"but",683,1
"to",683,1
"sleep",683,1
"here",683,1
"where",683,1
"of",683,1
"old",683,1
"ladies",683,1
"had",683,1
"sat",683,1
"and",683,1
"sung",683,1
"and",683,1
"lived",683,1
"sweet",683,1
"lives",683,1
"whilst",683,1
"their",683,1
"gentle",683,1
"breasts",683,1
"were",683,1
"sad",683,1
"for",683,1
"their",683,1
"menfolk",683,1
"away",683,1
"in",683,1
"the",683,1
"midst",683,1
"of",683,1
"remorseless",683,1
"wars",683,1
"i",684,1
"drew",684,1
"a",684,1
"great",684,1
"couch",684,1
"out",684,1
"of",684,1
"its",684,1
"place",684,1
"near",684,1
"the",684,1
"corner",684,1
"so",684,1
"that",684,1
"as",684,1
"i",684,1
"lay",684,1
"i",684,1
"could",684,1
"look",684,1
"at",684,1
"the",684,1
"lovely",684,1
"view",684,1
"to",684,1
"east",684,1
"and",684,1
"south",684,1
"and",684,1
"unthinking",684,1
"of",684,1
"and",684,1
"uncaring",684,1
"for",684,1
"the",684,1
"dust",684,1
"composed",684,1
"myself",684,1
"for",684,1
"sleep",684,1
"i",685,1
"suppose",685,1
"i",685,1
"must",685,1
"have",685,1
"fallen",685,1
"asleep",685,1
"i",685,1
"hope",685,1
"so",685,1
"but",685,1
"i",685,1
"fear",685,1
"for",685,1
"all",685,1
"that",685,1
"followed",685,1
"was",685,1
"startlingly",685,1
"real",685,1
"so",685,1
"real",685,1
"that",685,1
"now",685,1
"sitting",685,1
"here",685,1
"in",685,1
"the",685,1
"broad",685,1
"full",685,1
"sunlight",685,1
"of",685,1
"the",685,1
"morning",685,1
"i",685,1
"cannot",685,1
"in",685,1
"the",685,1
"least",685,1
"believe",685,1
"that",685,1
"it",685,1
"was",685,1
"all",685,1
"sleep",685,1
"i",686,1
"was",686,1
"not",686,1
"alone",686,1
"the",687,1
"room",687,1
"was",687,1
"the",687,1
"same",687,1
"unchanged",687,1
"in",687,1
"any",687,1
"way",687,1
"since",687,1
"i",687,1
"came",687,1
"into",687,1
"it",687,1
"i",687,1
"could",687,1
"see",687,1
"along",687,1
"the",687,1
"floor",687,1
"in",687,1
"the",687,1
"brilliant",687,1
"moonlight",687,1
"my",687,1
"own",687,1
"footsteps",687,1
"marked",687,1
"where",687,1
"i",687,1
"had",687,1
"disturbed",687,1
"the",687,1
"long",687,1
"accumulation",687,1
"of",687,1
"dust",687,1
"in",688,1
"the",688,1
"moonlight",688,1
"opposite",688,1
"me",688,1
"were",688,1
"three",688,1
"young",688,1
"women",688,1
"ladies",688,1
"by",688,1
"their",688,1
"dress",688,1
"and",688,1
"manner",688,1
"i",689,1
"thought",689,1
"at",689,1
"the",689,1
"time",689,1
"that",689,1
"i",689,1
"must",689,1
"be",689,1
"dreaming",689,1
"when",689,1
"i",689,1
"saw",689,1
"them",689,1
"for",689,1
"though",689,1
"the",689,1
"moonlight",689,1
"was",689,1
"behind",689,1
"them",689,1
"they",689,1
"threw",689,1
"no",689,1
"shadow",689,1
"on",689,1
"the",689,1
"floor",689,1
"they",690,1
"came",690,1
"close",690,1
"to",690,1
"me",690,1
"and",690,1
"looked",690,1
"at",690,1
"me",690,1
"for",690,1
"some",690,1
"time",690,1
"and",690,1
"then",690,1
"whispered",690,1
"together",690,1
"two",691,1
"were",691,1
"dark",691,1
"and",691,1
"had",691,1
"high",691,1
"aquiline",691,1
"noses",691,1
"like",691,1
"the",691,1
"count",691,1
"and",691,1
"great",691,1
"dark",691,1
"piercing",691,1
"eyes",691,1
"that",691,1
"seemed",691,1
"to",691,1
"be",691,1
"almost",691,1
"red",691,1
"when",691,1
"contrasted",691,1
"with",691,1
"the",691,1
"pale",691,1
"yellow",691,1
"moon",691,1
"the",692,1
"other",692,1
"was",692,1
"fair",692,1
"as",692,1
"fair",692,1
"as",692,1
"can",692,1
"be",692,1
"with",692,1
"great",692,1
"wavy",692,1
"masses",692,1
"of",692,1
"golden",692,1
"hair",692,1
"and",692,1
"eyes",692,1
"like",692,1
"pale",692,1
"sapphires",692,1
"i",693,1
"seemed",693,1
"somehow",693,1
"to",693,1
"know",693,1
"her",693,1
"face",693,1
"and",693,1
"to",693,1
"know",693,1
"it",693,1
"in",693,1
"connection",693,1
"with",693,1
"some",693,1
"dreamy",693,1
"fear",693,1
"but",693,1
"i",693,1
"could",693,1
"not",693,1
"recollect",693,1
"at",693,1
"the",693,1
"moment",693,1
"how",693,1
"or",693,1
"where",693,1
"all",694,1
"three",694,1
"had",694,1
"brilliant",694,1
"white",694,1
"teeth",694,1
"that",694,1
"shone",694,1
"like",694,1
"pearls",694,1
"against",694,1
"the",694,1
"ruby",694,1
"of",694,1
"their",694,1
"voluptuous",694,1
"lips",694,1
"there",695,1
"was",695,1
"something",695,1
"about",695,1
"them",695,1
"that",695,1
"made",695,1
"me",695,1
"uneasy",695,1
"some",695,1
"longing",695,1
"and",695,1
"at",695,1
"the",695,1
"same",695,1
"time",695,1
"some",695,1
"deadly",695,1
"fear",695,1
"i",696,1
"felt",696,1
"in",696,1
"my",696,1
"heart",696,1
"a",696,1
"wicked",696,1
"burning",696,1
"desire",696,1
"that",696,1
"they",696,1
"would",696,1
"kiss",696,1
"me",696,1
"with",696,1
"those",696,1
"red",696,1
"lips",696,1
"it",697,1
"is",697,1
"not",697,1
"good",697,1
"to",697,1
"note",697,1
"this",697,1
"down",697,1
"lest",697,1
"some",697,1
"day",697,1
"it",697,1
"should",697,1
"meet",697,1
"mina's",697,1
"eyes",697,1
"and",697,1
"cause",697,1
"her",697,1
"pain",697,1
"but",697,1
"it",697,1
"is",697,1
"the",697,1
"truth",697,1
"they",698,1
"whispered",698,1
"together",698,1
"and",698,1
"then",698,1
"they",698,1
"all",698,1
"three",698,1
"laughed",698,1
"such",698,1
"a",698,1
"silvery",698,1
"musical",698,1
"laugh",698,1
"but",698,1
"as",698,1
"hard",698,1
"as",698,1
"though",698,1
"the",698,1
"sound",698,1
"never",698,1
"could",698,1
"have",698,1
"come",698,1
"through",698,1
"the",698,1
"softness",698,1
"of",698,1
"human",698,1
"lips",698,1
"it",699,1
"was",699,1
"like",699,1
"the",699,1
"intolerable",699,1
"tingling",699,1
"sweetness",699,1
"of",699,1
"water-glasses",699,1
"when",699,1
"played",699,1
"on",699,1
"by",699,1
"a",699,1
"cunning",699,1
"hand",699,1
"the",700,1
"fair",700,1
"girl",700,1
"shook",700,1
"her",700,1
"head",700,1
"coquettishly",700,1
"and",700,1
"the",700,1
"other",700,1
